"file","caption"
"image_00826.jpg","the flower has thick white petals with yellow middles that are pinwheel shaped."
"image_00872.jpg","the flower has five petals that are white with yellow centers."
"image_00907.jpg","this flower has smooth white petals with a yellow tint in the center."
"image_00789.jpg","this flower has broad oval shaped petals that are white on the outer edges and yellow towards the center and no visible stamen."
"image_00939.jpg","the petals on this flower are yellow with white fringes."
"image_00946.jpg","this flower is white and yellow in color, with petals that are oval shaped."
"image_00846.jpg","the flower has a smooth white petal with yellow in the center"
"image_00823.jpg","white petals that become yellow in the middle surround a yellow stamen."
"image_00890.jpg","this flower has a large yellow petal and no visible stigma"
"image_00813.jpg","this flower has a white petal with a yellow center, and does not have an outer stigma"
"image_00828.jpg","the petals on this flower are white on the fringe and yellow inside."
"image_00913.jpg","this flower's petals form a pinwheel shape and the petals are white with a bit of light yellow near the center."
"image_00797.jpg","this flower has a very bright yellow center with five partially overlapping petals that are tipped in pure white."
"image_00918.jpg","this flower has white and yellow petals with green pedicel as its main features"
"image_00892.jpg","the petals are yellow in the center with white outer edges."
"image_00862.jpg","this flower has large white petals and no stigma in the center of it"
"image_00855.jpg","this flower is yellow and white in color, with petals that are oval."
"image_00869.jpg","this flower has a yellow center surrounded by five smooth white petals with rounded edges."
"image_00870.jpg","this flower has five slightly curled petals in a circular shape starting with a yellow color at the center of the petal and turning white on the end of the petal."
"image_00851.jpg","the petals on this flower are yellow with white fringes."
"image_00837.jpg","this flower is white and yellow in color, with petals that are oval shaped."
"image_00893.jpg","the flower shown has smooth white and yellow petals with green pedicel"
"image_00908.jpg","this flower has petals that are yellow with white trim"
"image_00798.jpg","5 angled petals creating a unique star shape with two tones fading into each other."
"image_00929.jpg","these white and yellow flowers have petals that look as if they are spiraling around the center."
"image_00819.jpg","the flower petalas are star shpd and white in color with some yellow patches"
"image_00942.jpg","a five petal yellow and white flower with tiny anther in the center."
"image_00800.jpg","this flower has petals that are yellow with white tips"
"image_00859.jpg","the flower shown has a smooth white petal with patches of yellow as well"
"image_00941.jpg","this star-shaped flower has white and bright yellow petal."
"image_00930.jpg","the white flower has petals that are soft, smooth and arranged separately in single layer forming disc like shape"
"image_00932.jpg","this flower is white and yellow in color, with petals that are oval shaped."
"image_00785.jpg","the flowers has a set of 5 petals that looks like a pinwheel, it's also colored in white and yellow shades."
"image_00910.jpg","the flower has five petals that are yellow with white edges."
"image_00787.jpg","this flower has no visible pistil or stamen, the five white egg shaped petals are yellow near the base and totally white on the outer portion."
"image_00894.jpg","a unique flower with scoope petal surrounded by green leaves"
"image_07015.jpg","this petals on this flower are pink and overlap many times."
"image_07014.jpg","this flower is pink and green in color, with petals that are pointed on the ends."
"image_07012.jpg","this round flower has light purple, white and green petals with a green receptacle."
"image_07043.jpg","the flower has petals of a whitish hue and no visible stamen."
"image_07020.jpg","the petals on this flower are pink turning to green."
"image_07007.jpg","petals are alternately shoped,outer are green and the inner are pink in color"
"image_07029.jpg","the flower has layers of green and purple petals which are triangular shaped."
"image_07031.jpg","the flower petals are alternately arranged and are light pink in color"
"image_07010.jpg","this purple-petaled flower has a pointed set of petals and green stem."
"image_07008.jpg","this flower is vibrant pink in color with pointy petals, and a green pedecil."
"image_07033.jpg","this flower is pink in color, with petals that are closely wrapped around the center."
"image_07035.jpg","this flower has purple trumpet shaped blooms topped by large, upturned pink petals with tapered edges."
"image_07021.jpg","the petals are a purple hue and overlap one another many times."
"image_07013.jpg","this flower has soft pink petals that point up with green on the tips"
"image_07030.jpg","this flower has petals that are pink with green tips"
"image_07040.jpg","this flower has thick wide pink petals with slightly pointed edges which angle upwards."
"image_07032.jpg","this flower has petals that are dark pink and overlapping."
"image_07028.jpg","this flower is pink and green in color, with petals that are green on the tips."
"image_07019.jpg","the flower is pink in color and the bottom part of it is yellow."
"image_07039.jpg","the petls rae lternately shap[ed ,lower petals are green in color and the upper petals are pink in color"
"image_07025.jpg","the purple tint from these petals is extraordinary."
"image_07024.jpg","this flower is pink and green in color, with petals that are pointed on the ends."
"image_07037.jpg","this flower has star shaped pink petals as its main feature."
"image_07044.jpg","the flower has pointed layered petals that are lavender in color with pointed tips that are brown."
"image_07045.jpg","a flower with stacked broad pink petals, green sepals and green pedicel"
"image_07026.jpg","a purple and white flowers with yellow and green leaves beneath the flower petals"
"image_07022.jpg","the petals on this flower are pink with no visible stamen."
"image_08080.jpg","this flower has green sepals surrounding several layers of overlapping, pointed pink petals."
"image_07038.jpg","this flower has faded pink petals that are green at their pointed tips."
"image_07023.jpg","the flower shown has pink petals on top of green sepal"
"image_07041.jpg","this delicate purple flower blossoms from a light green pedicel as the petals surround the inner stamen area."
"image_07042.jpg","this flower has layers of upturned pink petals with sharply pointed tips."
"image_07009.jpg","this flower is pink and green in color, with petals that are green at the tips."
"image_07011.jpg","the petals of this flower are pink with a short stigma"
"image_07027.jpg","the flower has purple petals with brown spots as well"
"image_08081.jpg","this flower is pink in color, and has petals that are green on the ends."
"image_07036.jpg","this flower has petals that are pale pink with dark pink tips."
"image_07018.jpg","this flower is pink in color, with petals that are oval shaped."
"image_07016.jpg","this flower is pink and green in color, with petals that are curled inward."
"image_07017.jpg","a flower with pointed white and green petals, green sepals,a nd green pedicel"
"image_07034.jpg","this flower is lotus shaped with white pedals and poach like receptacles."
"image_03138.jpg","this flower has petals that are pink with shades of yello"
"image_03122.jpg","this flower is yellow in color, with petals that are ruffled and wavy."
"image_03096.jpg","this flower has petals that are [ink with patches of yellow"
"image_03167.jpg","this flower is pink and orange in color, with petals that are multicolored."
"image_03174.jpg","this flower has floppy soft white petals around the green pistil."
"image_03125.jpg","this flower is pink and yellow in color, and has petals that are wavy and curved downward."
"image_03143.jpg","the plants has large alternating petal that are rounded and pink in color with fewer stamen"
"image_03134.jpg","this flower is yellow and green in color, with petals that are wavy and curled."
"image_03108.jpg","this is a light colored flower with many different petals on a green stem."
"image_03142.jpg","this yellow and white flower has the most intriguing petals, shaped and curled into different designs; while the stamen appears to be fluffy."
"image_03159.jpg","the blooms of the flower are red and are situated in a bunch and grow along a green stem."
"image_03168.jpg","the flower shown has several layers of pink and white petals."
"image_03124.jpg","this flower is white and pink in color, and has petals that are wavy and rounded."
"image_03121.jpg","this flower is pink in color, with petals that are wavy and ruffled."
"image_03123.jpg","this flower has thick white petals as its main feature."
"image_03127.jpg","this flower is white and red in color, with petals that are multi colored."
"image_03110.jpg","the petals of this flower are red with a long stigma"
"image_03153.jpg","this flower has petals that are pink with yellow shading"
"image_03117.jpg","column of pale pink flowers stacked atop each other with curled petals."
"image_03163.jpg","this is a bright pink flower with large, separated petals."
"image_03132.jpg","the flower's bright pink petals are wavy at the edges and folded at the center, with bright yellow stamen."
"image_03128.jpg","the pink flower with soft, thin, smooth petals that has curly edges"
"image_03173.jpg","this flower has petals that are pink with yellow stamen"
"image_03179.jpg","this flower is purple in color, with petals that are curled and rounded."
"image_03101.jpg","a flower with multicolored hanging red yellow pink and white petals, green sepals, and green pedicel"
"image_03148.jpg","the flower has yellow petals with a green stigma and green pedicel."
"image_03111.jpg","this flower has many layers of pink petals growing up the stem almost like a tree."
"image_03114.jpg","this flower is red and green in color, with petals that are vertically layered."
"image_03107.jpg","this flower has bright yellow petals that are curved both upward and downward."
"image_03136.jpg","green pedicel and sepal supporting sparse pink, yellow and white petals."
"image_03175.jpg","the flower is pink in coloor and contains a one rounded petal with smaller sized stamens"
"image_03165.jpg","this flower is white in color, with petals that are ruffled and curled."
"image_03181.jpg","the flower shown has several petals that are purple and white."
"image_03104.jpg","this flower is pink in color, with petals that are wavy and curled."
"image_03113.jpg","the flower shown has smooth white petals with yellow patches as well"
"image_03170.jpg","this flower is red and white in color, with petals that are vertically layered"
"image_03150.jpg","this flower has small red and yellow rounded petals with a green pedicel."
"image_03178.jpg","the flower has large white and yellow petals."
"image_03144.jpg","this is a unique flower with irregular pink petals in which several are on top and more are on the bottom. the yellow inside is sandwiched in between the unique pink petals."
"image_03156.jpg","this flower has petals that are purple with white shading"
"image_03158.jpg","the flower has white and green petals with a green pedicel."
"image_03126.jpg","this delicate pink flower has petals that drape over one another and cover the pistil and stamen under the petals."
"image_03137.jpg","these flowers grow in clusters upwards surrounding a single stalk, with petals that are yellow and pale pink."
"image_03105.jpg","this flower is red in color, with petals that are wavy."
"image_03160.jpg","the flower has petals that are overlapping pink and white."
"image_03103.jpg","each part of the flower, including the petals, pistil, stamen, sepals are all varying shades of dark to light green."
"image_03139.jpg","flowers are alternately arrnaged and are white yellow in color with a green pedicel"
"image_03100.jpg","this flower has petals that are yellow and bunched together"
"image_03177.jpg","flowers are alternately arranged,they are red in color with larger petals"
"image_03154.jpg","this flower has petals that are pink and fold together"
"image_03120.jpg","this flower has bright pink petals with yellow highlights."
"image_03164.jpg","a light pink flower with ruffled petals and a yellow stamen blooming in a bunch."
"image_03149.jpg","the flower has petals in which the upper petals are light yellow and lower petals are dark yellow"
"image_03162.jpg","flower has petals that are overlapping and dark pink with green stigma."
"image_03135.jpg","this flower has petals that are red with green stigma"
"image_03112.jpg","this flower has a large light red petal with a yellow spot on the center of it"
"image_03130.jpg","the pedicel has many flowers growing from it and the petals being pink."
"image_03166.jpg","this flower has curled petals that are a bright pink color."
"image_03099.jpg","delicated pink petals clumped on one green pedicel with small sepals."
"image_03145.jpg","this bright pink flower has several fluttery petals and a tubular center."
"image_03129.jpg","the flower has five individual flowers that have pink and yellow petals."
"image_03152.jpg","a cluster of flowers with pink petals and no visible stamens."
"image_03109.jpg","this flower has lilac colored petals with a highlight of yellow in the pistil."
"image_03116.jpg","this flower is pink and yellow in color, with petals that are multi colored."
"image_03118.jpg","flowers are alternately arranged with yellow petals"
"image_03095.jpg","this flower is yellow in color, with petals that are oddly shaped."
"image_03180.jpg","this flower is dark red and has rounded petals which are slightly ruffled."
"image_03106.jpg","the petals of this flower are white with a large stigma"
"image_03157.jpg","the multiple blooms of this bloom are yellow and are upon a multi-leaf pedicel."
"image_03119.jpg","the flower has several petals that are bright pink and white."
"image_03161.jpg","this flower has numerous pink petals with slightly ruffled edges."
"image_03140.jpg","this flower has petals that are pink with yellow patches"
"image_03097.jpg","the flower has many overlapping petals that are bright yellow."
"image_03171.jpg","this flower is red and yellow in color, with petals that are multi colored."
"image_03102.jpg","the petals on this flower are a light yellowish color."
"image_03146.jpg","this is a tall white flower that has many round white petals."
"image_03098.jpg","this flower has several large, oddly shaped white petals with faint yellow hints at their centers."
"image_03151.jpg","the flower has petals that are pink and the stamen and pistil are green."
"image_03141.jpg","this tall flower has layers of purple petals that curve up and down."
"image_03115.jpg","this flower is pink and white in color, with petals that are curved and curly."
"image_03155.jpg","this pink flower has many odd shaped petals. the stigma can be seen and is large and green."
"image_03172.jpg","this flower is pink in color, with petals that are vertically layered."
"image_03147.jpg","a yellow and white flower with bell shaped petals and a brown pediciel."
"image_03131.jpg","this flower is pink in color, with petals that are wavy and curled."
"image_03176.jpg","the petals are joint on the base and individuals petals are on the top."
"image_03169.jpg","this flower is pink and white in color, with petals that are multi colored."
"image_03133.jpg","this is a flower with pink, white and yellow petals on it."
"image_07984.jpg","the flower shown has a red tube shaped petal with a yellow pedicel"
"image_07973.jpg","this flower has orange colored petals with green stigma"
"image_07979.jpg","an orange and red flower with lip shaped petals and red stripes."
"image_07994.jpg","the petals of this flower are red with a long stigma"
"image_07954.jpg","this flower has red petals, yellow anther and filament, and light-colored sepal and pedicel."
"image_07972.jpg","the petals of this flower are pink with a long stigma"
"image_07985.jpg","a flower with a large tubular conical petal, yellow anther, and red filament."
"image_07968.jpg","the flower has large vertical red petals that are also orange."
"image_07957.jpg","a flower with reddish orange petals accompanied by light brown anther filaments."
"image_07981.jpg","this flower has petals that are pink with bell shape"
"image_07989.jpg","this flower has petals that are pink and in a pinwheel shape"
"image_07969.jpg","this flower has large red petals and no visible outer stamen"
"image_07974.jpg","this cone shaped flower is red with petals that are ruffled around the edges."
"image_07993.jpg","this flower has petals that are red with yellow steman"
"image_07951.jpg","this flower is orange with long tubular or trumpet shaped flowers that have yellow throats with stripes in the throats."
"image_07990.jpg","the flower has round red petals and a long clear pollen tube."
"image_07955.jpg","the petals on this flower are red with a white pistil."
"image_07975.jpg","the flower shown has bright orange petals as its main feature"
"image_07997.jpg","the petals of the flower are red in color and have green stems."
"image_07983.jpg","this flower has a trumpet shape with red petals and a white stamen."
"image_07980.jpg","five red petals that form a tube around just a few yellow stamen."
"image_07959.jpg","this flower is shaped like an elongated red tube, with rounded petals which curl outwards at the mouth."
"image_07944.jpg","this flower is red in color, with petals that are horn shaped."
"image_07964.jpg","large pink petals with an inner white pistil"
"image_07996.jpg","this flower has five very large, wide red petals with rounded edges."
"image_07948.jpg","this flower has five large white petals which are very round and wide."
"image_07986.jpg","this flower has red petals as well as a green pedicel and sepal"
"image_07967.jpg","this flower has petals that are red with patches of orange"
"image_07947.jpg","very long orange petals formed into a tight long cone with very long purple stamen protruding."
"image_07987.jpg","this flower has very long stamen and pink petals that give the flower a trumpet like appearance."
"image_07946.jpg","the pedals of this flower are red with a short stigma"
"image_07999.jpg","a flower with it's red petals forming a cone around it's white stigma."
"image_07952.jpg","the petals of the flower are bright red while the anthers are yellow."
"image_07950.jpg","this flower is red and orange in color, with petals that are horn shaped."
"image_07966.jpg","the petals of this flower are red/orange with a short stigma"
"image_07949.jpg","the flower is orange with petals that are starting out as a tube and gradually flaring out as separate petals"
"image_07961.jpg","the flower is trumpet shaped with orange-red petals that end rounded with some green and white stamen poking out of the trumpet."
"image_07962.jpg","this flower is pink in color, with petals that are curled at the edges."
"image_07942.jpg","this flower is orange in color, with petals that are bell shaped."
"image_07976.jpg","the petals of the flower are red in color and has leaves that are green in color."
"image_07958.jpg","this flower is red and orange in color, and has petals that are shaped like a cup."
"image_07953.jpg","this flower is red in color, with petals that have veins."
"image_07998.jpg","this flower has petals that are pink with yellow stamen"
"image_07970.jpg","this is a large,pink flower with red stamen and yellow near the ovary."
"image_07963.jpg","the flower is made of petals that are red in color and have an elongated base."
"image_07991.jpg","the flower has rounded petals that are pink in color with shorter stamens"
"image_07965.jpg","the petals on this flower are red with green stamen."
"image_07995.jpg","the flower is pinkish red with petals that are soft and starting as fused petal near the sepal and flaring out as separate petals at the outer region"
"image_07982.jpg","this flower is pink and yellow in color, with petals that are horn shaped."
"image_07956.jpg","the flower shown has red petals with an orange center and yellow anther"
"image_07988.jpg","the flower shown has orange petals and orange pistil in the center"
"image_07992.jpg","this flower has large red petals and white stigma in the middle of it"
"image_07945.jpg","a funnel-like red pedaled flower with the pedals curving."
"image_07978.jpg","this flower is pink in color, with petals that are shaped like a cone."
"image_07971.jpg","this flower is pink in color, with petals that are bell shaped."
"image_07960.jpg","a flower with an open conical red petal and white anther supported by red filaments"
"image_07943.jpg","a red, heart-shaped petals with a deep orange receptacle"
"image_07977.jpg","the flower is red with petals that are starting as tube near the sepal and separated at the top region"
"image_07638.jpg","this white flower has multiple rows of petal, as well as yellow and orange filaments."
"image_07632.jpg","the pistill is yellow and white with reddish layered petals."
"image_07627.jpg","this is a big flower with long green leaves, white petals and yellow stamens."
"image_07610.jpg","this flower has petals that are white with yellow stamen"
"image_07637.jpg","this red flower has overlapping petals and a few yellow stamens."
"image_07670.jpg","the white flower has petals that are soft, thin and separately arranged around stamens and forming bowl shape"
"image_07619.jpg","this milky white flower has the four steps of closely arranged petals with the stamens holding the large yellow anthers at the top"
"image_07602.jpg","this flower is pink in color, with petals that are bunched together."
"image_07616.jpg","this flower has many yellow stamen surrounded by overlapping layers of founded, slightly ruffled pink petals."
"image_07658.jpg","very broad meaty pedals in dark pink-red with small white spots form a firm foundation for a small cluster of yellow stamen around no discernible pistils."
"image_07635.jpg","this flower is pink and yellow in color, with petals that are layered."
"image_07683.jpg","this flower has orange petals that are rounded up around a red stamen in the center and red sepals around the bottom"
"image_07656.jpg","this flower has petals that are pink with many short stamen"
"image_07599.jpg","concentric rows of round, deep pink petals surround the center with small yellow stamen."
"image_07678.jpg","the flower has petals that are shiny and red with red stigma."
"image_07674.jpg","this flower is pink and yellow in color, with petals that have veins."
"image_07646.jpg","this flower has several overlapping layers of wide red petals with rounded edges."
"image_07664.jpg","this flower has hot pink petals with yellow and white stamen."
"image_07618.jpg","this flower has petals that are pink with yellow stamen"
"image_07663.jpg","the petals of the flower are pink in color and have a yellow center composed of anthers."
"image_07636.jpg","this bright pink flower has yellow pistils and anther filaments."
"image_07675.jpg","this flower has petals that are pink and bunched together"
"image_07633.jpg","the flower is arranged in three layers and is light pink in color."
"image_07681.jpg","this flower has a very prominent pollen tube surrounded by several large, wide yellow petals with rounded edges."
"image_07669.jpg","this flower has overlapping pale pink petals and many small yellow stamen."
"image_07631.jpg","the flowers petals are a very light pink with a rounded edge and the stamen filaments are white at the bottom and yellow on the top."
"image_07673.jpg","a flower with broad yellow petals and orange stamen cluster"
"image_07597.jpg","this flower is white and pink in color, with petals that are pink on the edges."
"image_07605.jpg","this is a fully double coral-peach flower with several stamen in the center."
"image_07659.jpg","this flower has petals that are pink with yellow stamen"
"image_07613.jpg","a large deep ink colored flower with a lot of petals."
"image_07611.jpg","an overlapping, rounded, pink petals with thin, long, yellow stamen"
"image_07604.jpg","this flower has petals that are pink with yellow stamen"
"image_07620.jpg","the flower petals are altrnatlyshaped and are pink in color"
"image_07629.jpg","this flower is pink and yellow in color, with petals that are wavy and rounded."
"image_07595.jpg","this flower has a large number of red petals close together surrounding a group of tall yellow stamen."
"image_07648.jpg","the flower has petals that are in layers and is pink in color with yellow anthers."
"image_07655.jpg","this light red or pinkish flower has petals with a touch of yellow, and pointed leaves."
"image_07652.jpg","a red and orange flower with large curled petals and orange stamen."
"image_07617.jpg","this flower is white and yellow in color, with petals that are ruffle and bunched together."
"image_07645.jpg","this flower has red petals with yellow pistil as its main features"
"image_07666.jpg","the pink flower has petals that are soft, smooth, thin and separately arranged around a bunch of stamen with yellow anthers"
"image_07654.jpg","the petals of the flower are white in color and have yellow anthers."
"image_07606.jpg","the petals of the flower are bright white while the anthers and filaments are yellow."
"image_07671.jpg","the petals of this flower are pink with a long stigma"
"image_07676.jpg","a red and orange flower with round petals that surround yellow stamen."
"image_07612.jpg","petals rae rounded in shpae,they are red in color"
"image_07622.jpg","this flower has multiple layers of light pink petals that get darker on the lower layers."
"image_07641.jpg","the flower has several bright pink petals with yellow steman."
"image_07598.jpg","this flower has petals that are red with yellow stamen"
"image_07651.jpg","this pale pink flower has delicate petals and pink stamens with yellow tips."
"image_07615.jpg","the petals on this flower are pink with yellow stamen."
"image_07643.jpg","the petals are bunched together and are delicate and white."
"image_07677.jpg","this flower is pink in color, and has petals that are ink with veins."
"image_07661.jpg","this pretty flower has a lot of large pink petals."
"image_07657.jpg","this is an all white flower with a white stamen which has yellow anther."
"image_07607.jpg","the petals are billowy and white with long yellow stamen in the center."
"image_07672.jpg","a flower with red petals accompanied by yellow pistils in the center."
"image_07642.jpg","this red flower has several layers of ruffled, fan shaped petals and prominent pink stamen."
"image_07665.jpg","the petals of the flower are white in color and have a center that is yellow in color."
